Document_Party_Role_ID,Document_ID,Role_Code,Party_ID,Party_Name,Department_Name,Person_Name,Position_Name,Contact,Snapshot_Basis
DPR-202108-900265-1-AP,DOC-INV-202108-900265-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202108-900275-1-AP,DOC-INV-202108-900275-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202108-900286-1-AP,DOC-INV-202108-900286-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202108-900243-1-AR,DOC-SET-202108-900243-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202108-900263-1-AR,DOC-SET-202108-900263-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202108-900293-1-AR,DOC-SET-202108-900293-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202108-900246-1-AP,DOC-INV-202108-900246-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202108-900267-1-AP,DOC-SET-202108-900267-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202108-900290-2-AR,DOC-INV-202108-900290-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202108-900295-1-AP,DOC-INV-202108-900295-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202108-900256-1-AP,DOC-INV-202108-900256-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202108-900242-2-AR,DOC-INV-202108-900242-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202108-900262-2-AR,DOC-INV-202108-900262-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202108-900266-1-AP,DOC-INV-202108-900266-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900343-1-AR,DOC-SET-202109-900343-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900312-2-AR,DOC-INV-202109-900312-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900336-2-AR,DOC-INV-202109-900336-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900324-1-AR,DOC-SET-202109-900324-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900340-2-AR,DOC-INV-202109-900340-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900300-2-AR,DOC-INV-202109-900300-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900353-1-AR,DOC-SET-202109-900353-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900327-2-AP,DOC-SET-202109-900327-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900314-1-AR,DOC-SET-202109-900314-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900317-1-AP,DOC-SET-202109-900317-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900330-2-AR,DOC-INV-202109-900330-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900350-2-AR,DOC-INV-202109-900350-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900296-1-AP,DOC-INV-202109-900296-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900329-1-AP,DOC-SET-202109-900329-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900301-2-AR,DOC-INV-202109-900301-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900310-2-AR,DOC-INV-202109-900310-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900331-2-AR,DOC-INV-202109-900331-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900348-2-AR,DOC-INV-202109-900348-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900323-1-AP,DOC-SET-202109-900323-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900302-2-AR,DOC-INV-202109-900302-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900334-1-AR,DOC-SET-202109-900334-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900335-1-AP,DOC-INV-202109-900335-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900344-1-AR,DOC-SET-202109-900344-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900346-1-AP,DOC-INV-202109-900346-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900322-2-AR,DOC-INV-202109-900322-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900325-1-AP,DOC-INV-202109-900325-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900304-2-AR,DOC-INV-202109-900304-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900342-2-AR,DOC-INV-202109-900342-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900316-1-AP,DOC-INV-202109-900316-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900297-2-AP,DOC-SET-202109-900297-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900315-1-AP,DOC-INV-202109-900315-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900311-1-AP,DOC-SET-202109-900311-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900320-2-AR,DOC-INV-202109-900320-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900347-2-AP,DOC-SET-202109-900347-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900307-2-AP,DOC-SET-202109-900307-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900337-2-AP,DOC-SET-202109-900337-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900321-2-AR,DOC-INV-202109-900321-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900333-1-AR,DOC-SET-202109-900333-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900341-2-AR,DOC-INV-202109-900341-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900303-1-AR,DOC-SET-202109-900303-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202109-900305-1-AP,DOC-INV-202109-900305-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202109-900352-2-AR,DOC-INV-202109-900352-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900367-1-AP,DOC-SET-202110-900367-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900385-1-AP,DOC-INV-202110-900385-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900401-1-AP,DOC-SET-202110-900401-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900406-1-AP,DOC-INV-202110-900406-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900395-1-AP,DOC-INV-202110-900395-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900372-2-AR,DOC-INV-202110-900372-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900396-1-AR,DOC-SET-202110-900396-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900396-3-AR,DOC-SET-202110-900396-3-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900396-4-AR,DOC-SET-202110-900396-4-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900380-2-AR,DOC-INV-202110-900380-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900382-2-AR,DOC-INV-202110-900382-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900392-2-AR,DOC-INV-202110-900392-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900354-1-AR,DOC-SET-202110-900354-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900356-1-AP,DOC-INV-202110-900356-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900381-2-AR,DOC-INV-202110-900381-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900400-2-AR,DOC-INV-202110-900400-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900411-1-AP,DOC-SET-202110-900411-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900394-1-AR,DOC-SET-202110-900394-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900360-2-AR,DOC-INV-202110-900360-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900361-1-AP,DOC-SET-202110-900361-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900386-2-AR,DOC-INV-202110-900386-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900397-2-AP,DOC-SET-202110-900397-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900363-1-AR,DOC-SET-202110-900363-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900391-2-AR,DOC-INV-202110-900391-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900404-1-AR,DOC-SET-202110-900404-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900402-2-AR,DOC-INV-202110-900402-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900375-1-AP,DOC-INV-202110-900375-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900384-1-AR,DOC-SET-202110-900384-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900357-2-AP,DOC-SET-202110-900357-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900362-2-AR,DOC-INV-202110-900362-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900366-1-AP,DOC-INV-202110-900366-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900373-1-AP,DOC-SET-202110-900373-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900405-1-AP,DOC-SET-202110-900405-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900374-1-AR,DOC-SET-202110-900374-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900365-1-AP,DOC-INV-202110-900365-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900370-2-AR,DOC-INV-202110-900370-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900376-1-AP,DOC-INV-202110-900376-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900410-2-AR,DOC-INV-202110-900410-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900355-1-AP,DOC-SET-202110-900355-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900387-2-AP,DOC-SET-202110-900387-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202110-900393-1-AR,DOC-SET-202110-900393-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202110-900403-1-AR,DOC-SET-202110-900403-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900414-1-AR,DOC-SET-202111-900414-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900425-1-AP,DOC-INV-202111-900425-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900435-1-AP,DOC-INV-202111-900435-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900454-1-AR,DOC-SET-202111-900454-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900466-1-AP,DOC-INV-202111-900466-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900453-1-AR,DOC-SET-202111-900453-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900462-2-AR,DOC-INV-202111-900462-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900463-1-AR,DOC-SET-202111-900463-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900412-2-AR,DOC-INV-202111-900412-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900455-1-AP,DOC-SET-202111-900455-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900440-2-AR,DOC-INV-202111-900440-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900443-1-AR,DOC-SET-202111-900443-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900464-1-AR,DOC-SET-202111-900464-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900449-1-AP,DOC-SET-202111-900449-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900422-2-AR,DOC-INV-202111-900422-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900423-1-AR,DOC-SET-202111-900423-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900450-2-AR,DOC-INV-202111-900450-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900451-2-AR,DOC-INV-202111-900451-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900456-1-AP,DOC-INV-202111-900456-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900441-2-AR,DOC-INV-202111-900441-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900421-2-AR,DOC-INV-202111-900421-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900427-2-AP,DOC-SET-202111-900427-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900436-2-AR,DOC-INV-202111-900436-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900432-2-AR,DOC-INV-202111-900432-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900437-2-AP,DOC-SET-202111-900437-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900460-2-AR,DOC-INV-202111-900460-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900470-2-AR,DOC-INV-202111-900470-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900442-2-AR,DOC-INV-202111-900442-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900446-1-AP,DOC-INV-202111-900446-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900447-2-AP,DOC-SET-202111-900447-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900434-1-AR,DOC-SET-202111-900434-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900415-1-AP,DOC-INV-202111-900415-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900424-2-AR,DOC-INV-202111-900424-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900431-2-AR,DOC-INV-202111-900431-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900468-2-AR,DOC-INV-202111-900468-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900444-1-AR,DOC-SET-202111-900444-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900416-1-AP,DOC-INV-202111-900416-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900457-2-AP,DOC-SET-202111-900457-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900430-2-AR,DOC-INV-202111-900430-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202111-900467-2-AP,DOC-SET-202111-900467-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900417-1-AP,DOC-SET-202111-900417-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202111-900461-1-AP,DOC-SET-202111-900461-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900512-2-AR,DOC-INV-202112-900512-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900516-1-AP,DOC-INV-202112-900516-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900492-2-AR,DOC-INV-202112-900492-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900496-1-AP,DOC-INV-202112-900496-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900525-1-AP,DOC-INV-202112-900525-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900517-2-AP,DOC-SET-202112-900517-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900518-2-AR,DOC-INV-202112-900518-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900474-2-AR,DOC-INV-202112-900474-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900473-1-AR,DOC-SET-202112-900473-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900485-1-AP,DOC-INV-202112-900485-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900502-2-AR,DOC-INV-202112-900502-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900500-2-AR,DOC-INV-202112-900500-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900509-1-AR,DOC-SET-202112-900509-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900509-3-AR,DOC-SET-202112-900509-3-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900509-4-AR,DOC-SET-202112-900509-4-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900506-1-AP,DOC-INV-202112-900506-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900521-2-AR,DOC-INV-202112-900521-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900493-1-AP,DOC-SET-202112-900493-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900505-1-AP,DOC-SET-202112-900505-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900531-2-AR,DOC-INV-202112-900531-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900507-2-AP,DOC-SET-202112-900507-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900511-2-AR,DOC-INV-202112-900511-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900480-2-AR,DOC-INV-202112-900480-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900510-2-AR,DOC-INV-202112-900510-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900523-1-AR,DOC-SET-202112-900523-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900486-2-AR,DOC-INV-202112-900486-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900495-1-AP,DOC-INV-202112-900495-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900513-1-AR,DOC-SET-202112-900513-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900499-1-AP,DOC-SET-202112-900499-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900515-1-AP,DOC-INV-202112-900515-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900530-2-AR,DOC-INV-202112-900530-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900522-2-AR,DOC-INV-202112-900522-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900481-2-AR,DOC-INV-202112-900481-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900494-1-AR,DOC-SET-202112-900494-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900491-2-AR,DOC-INV-202112-900491-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900526-1-AP,DOC-INV-202112-900526-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900501-2-AR,DOC-INV-202112-900501-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900524-2-AR,DOC-INV-202112-900524-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900483-1-AR,DOC-SET-202112-900483-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900476-1-AP,DOC-INV-202112-900476-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900472-2-AR,DOC-INV-202112-900472-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900475-1-AP,DOC-INV-202112-900475-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202112-900482-2-AR,DOC-INV-202112-900482-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900504-1-AR,DOC-SET-202112-900504-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202112-900487-2-AP,DOC-SET-202112-900487-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900535-1-AP,DOC-INV-202201-900535-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900534-1-AR,DOC-SET-202201-900534-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900583-1-AR,DOC-SET-202201-900583-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900573-1-AR,DOC-SET-202201-900573-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900563-1-AR,DOC-SET-202201-900563-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900566-1-AP,DOC-INV-202201-900566-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900567-2-AP,DOC-SET-202201-900567-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900590-2-AR,DOC-INV-202201-900590-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900536-1-AP,DOC-INV-202201-900536-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900532-2-AR,DOC-INV-202201-900532-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900545-1-AP,DOC-INV-202201-900545-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900547-2-AP,DOC-SET-202201-900547-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900571-2-AR,DOC-INV-202201-900571-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900550-2-AR,DOC-INV-202201-900550-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900562-2-AR,DOC-INV-202201-900562-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900553-1-AR,DOC-SET-202201-900553-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900577-2-AP,DOC-SET-202201-900577-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900551-2-AR,DOC-INV-202201-900551-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900556-2-AR,DOC-INV-202201-900556-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900575-1-AP,DOC-INV-202201-900575-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900576-1-AP,DOC-INV-202201-900576-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900537-1-AP,DOC-SET-202201-900537-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900587-1-AP,DOC-SET-202201-900587-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900544-1-AR,DOC-SET-202201-900544-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900557-2-AP,DOC-SET-202201-900557-2-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900543-1-AP,DOC-SET-202201-900543-1-AP,SUPPLIER,V001,Demo Vendor Keystone,,,,,synthetic master
DPR-202201-900554-1-AR,DOC-SET-202201-900554-1-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
DPR-202201-900574-2-AR,DOC-INV-202201-900574-2-AR,CUSTOMER,C001,Demo Customer Aurora,,,,,synthetic master
